locus	category	family	chrom	start	end	strand	source	gene_id	transcript_id	repFamily	repName	intModel	l1base_id
L1FLnI_4q24ia	L1FLnI	L1FLnI	chr4	104703063	104713452	+	l1base	L1FLnI_4q24ia_chr4_104703063_104713452	L1FLnI_4q24ia_chr4_104703063_104713452				UID-9165
L1FLnI_4q24ja	L1FLnI	L1FLnI	chr4	104703063	104713437	+	l1base	L1FLnI_4q24ja_chr4_104703063_104713437	L1FLnI_4q24ja_chr4_104703063_104713437				UID-9253
L1FLnI_4q24ka	L1FLnI	L1FLnI	chr4	104783490	104793514	+	l1base	L1FLnI_4q24ka_chr4_104783490_104793514	L1FLnI_4q24ka_chr4_104783490_104793514				UID-9448
L1FLnI_4q24la	L1FLnI	L1FLnI	chr4	104926761	104937029	+	l1base	L1FLnI_4q24la_chr4_104926761_104937029	L1FLnI_4q24la_chr4_104926761_104937029				UID-9166
L1FLnI_4q24ma	L1FLnI	L1FLnI	chr4	104975299	104984157	+	l1base	L1FLnI_4q24ma_chr4_104975299_104984157	L1FLnI_4q24ma_chr4_104975299_104984157				UID-9306
L1FLnI_4q24na	L1FLnI	L1FLnI	chr4	105045734	105056431	+	l1base	L1FLnI_4q24na_chr4_105045734_105056431	L1FLnI_4q24na_chr4_105045734_105056431				UID-9296
L1FLnI_4q24oa	L1FLnI	L1FLnI	chr4	105293145	105303700	+	l1base	L1FLnI_4q24oa_chr4_105293145_105303700	L1FLnI_4q24oa_chr4_105293145_105303700				UID-9167
L1FLnI_4q24pa	L1FLnI	L1FLnI	chr4	105306738	105316891	-	l1base	L1FLnI_4q24pa_chr4_105306738_105316891	L1FLnI_4q24pa_chr4_105306738_105316891				UID-9449
L1FLnI_4q24qa	L1FLnI	L1FLnI	chr4	105405433	105413979	+	l1base	L1FLnI_4q24qa_chr4_105405433_105413979	L1FLnI_4q24qa_chr4_105405433_105413979				UID-9587
L1FLnI_4q24ra	L1FLnI	L1FLnI	chr4	105510747	105519621	-	l1base	L1FLnI_4q24ra_chr4_105510747_105519621	L1FLnI_4q24ra_chr4_105510747_105519621				UID-9265
L1FLnI_4q24sa	L1FLnI	L1FLnI	chr4	105729245	105739330	-	l1base	L1FLnI_4q24sa_chr4_105729245_105739330	L1FLnI_4q24sa_chr4_105729245_105739330				UID-9046
L1FLnI_4q24ta	L1FLnI	L1FLnI	chr4	105769874	105780297	-	l1base	L1FLnI_4q24ta_chr4_105769874_105780297	L1FLnI_4q24ta_chr4_105769874_105780297				UID-9159
L1FLnI_4q24ua	L1FLnI	L1FLnI	chr4	105856632	105866749	+	l1base	L1FLnI_4q24ua_chr4_105856632_105866749	L1FLnI_4q24ua_chr4_105856632_105866749				UID-8815
L1FLnI_4q24va	L1FLnI	L1FLnI	chr4	105856632	105866760	+	l1base	L1FLnI_4q24va_chr4_105856632_105866760	L1FLnI_4q24va_chr4_105856632_105866760				UID-8909
L1FLnI_4q24wa	L1FLnI	L1FLnI	chr4	105876683	105886696	+	l1base	L1FLnI_4q24wa_chr4_105876683_105886696	L1FLnI_4q24wa_chr4_105876683_105886696				UID-9047
L1FLnI_4q24xa	L1FLnI	L1FLnI	chr4	105979944	105988620	-	l1base	L1FLnI_4q24xa_chr4_105979944_105988620	L1FLnI_4q24xa_chr4_105979944_105988620				UID-9731
L1FLnI_4q24ya	L1FLnI	L1FLnI	chr4	106067653	106077749	-	l1base	L1FLnI_4q24ya_chr4_106067653_106077749	L1FLnI_4q24ya_chr4_106067653_106077749				UID-9580
L1FLnI_4q24za	L1FLnI	L1FLnI	chr4	106079163	106089537	+	l1base	L1FLnI_4q24za_chr4_106079163_106089537	L1FLnI_4q24za_chr4_106079163_106089537				UID-9528
L1FLnI_4q24ab	L1FLnI	L1FLnI	chr4	106100222	106110336	+	l1base	L1FLnI_4q24ab_chr4_106100222_106110336	L1FLnI_4q24ab_chr4_106100222_106110336				UID-9671
L1FLnI_4q24bb	L1FLnI	L1FLnI	chr4	106100222	106109508	+	l1base	L1FLnI_4q24bb_chr4_106100222_106109508	L1FLnI_4q24bb_chr4_106100222_106109508				UID-9673
L1FLnI_4q24cb	L1FLnI	L1FLnI	chr4	106209856	106219880	+	l1base	L1FLnI_4q24cb_chr4_106209856_106219880	L1FLnI_4q24cb_chr4_106209856_106219880				UID-8658
L1FLnI_4q24db	L1FLnI	L1FLnI	chr4	106401969	106412093	-	l1base	L1FLnI_4q24db_chr4_106401969_106412093	L1FLnI_4q24db_chr4_106401969_106412093				UID-8816
L1FLnI_4q24eb	L1FLnI	L1FLnI	chr4	106465071	106475543	-	l1base	L1FLnI_4q24eb_chr4_106465071_106475543	L1FLnI_4q24eb_chr4_106465071_106475543				UID-9160
L1FLnI_4q24fb	L1FLnI	L1FLnI	chr4	106534602	106544746	-	l1base	L1FLnI_4q24fb_chr4_106534602_106544746	L1FLnI_4q24fb_chr4_106534602_106544746				UID-9127
L1FLnI_4q24gb	L1FLnI	L1FLnI	chr4	106534618	106544746	-	l1base	L1FLnI_4q24gb_chr4_106534618_106544746	L1FLnI_4q24gb_chr4_106534618_106544746				UID-9048
L1FLnI_4q24hb	L1FLnI	L1FLnI	chr4	106570543	106580570	-	l1base	L1FLnI_4q24hb_chr4_106570543_106580570	L1FLnI_4q24hb_chr4_106570543_106580570				UID-8598
L1FLnI_4q24ib	L1FLnI	L1FLnI	chr4	106570559	106580570	-	l1base	L1FLnI_4q24ib_chr4_106570559_106580570	L1FLnI_4q24ib_chr4_106570559_106580570				UID-8620
L1FLnI_4q25a	L1FLnI	L1FLnI	chr4	106931605	106941619	+	l1base	L1FLnI_4q25a_chr4_106931605_106941619	L1FLnI_4q25a_chr4_106931605_106941619				UID-9450
L1FLnI_4q25b	L1FLnI	L1FLnI	chr4	106972247	106982525	-	l1base	L1FLnI_4q25b_chr4_106972247_106982525	L1FLnI_4q25b_chr4_106972247_106982525				UID-9171
L1FLnI_4q25c	L1FLnI	L1FLnI	chr4	107094563	107103914	+	l1base	L1FLnI_4q25c_chr4_107094563_107103914	L1FLnI_4q25c_chr4_107094563_107103914				UID-9321
L1FLnI_4q25d	L1FLnI	L1FLnI	chr4	107575520	107585850	+	l1base	L1FLnI_4q25d_chr4_107575520_107585850	L1FLnI_4q25d_chr4_107575520_107585850				UID-9003
L1FLnI_4q25e	L1FLnI	L1FLnI	chr4	107668584	107678699	+	l1base	L1FLnI_4q25e_chr4_107668584_107678699	L1FLnI_4q25e_chr4_107668584_107678699				UID-8894
L1FLnI_4q25f	L1FLnI	L1FLnI	chr4	107953233	107963323	+	l1base	L1FLnI_4q25f_chr4_107953233_107963323	L1FLnI_4q25f_chr4_107953233_107963323				UID-9115
L1FLnI_4q25g	L1FLnI	L1FLnI	chr4	108434922	108445089	-	l1base	L1FLnI_4q25g_chr4_108434922_108445089	L1FLnI_4q25g_chr4_108434922_108445089				UID-8895
L1FLnI_4q25h	L1FLnI	L1FLnI	chr4	108489736	108499259	+	l1base	L1FLnI_4q25h_chr4_108489736_108499259	L1FLnI_4q25h_chr4_108489736_108499259				UID-9516
L1FLnI_4q25i	L1FLnI	L1FLnI	chr4	108499623	108509736	+	l1base	L1FLnI_4q25i_chr4_108499623_108509736	L1FLnI_4q25i_chr4_108499623_108509736				UID-9235
L1FLnI_4q25j	L1FLnI	L1FLnI	chr4	108990487	109000626	+	l1base	L1FLnI_4q25j_chr4_108990487_109000626	L1FLnI_4q25j_chr4_108990487_109000626				UID-9649
L1FLnI_4q25k	L1FLnI	L1FLnI	chr4	109336109	109346218	+	l1base	L1FLnI_4q25k_chr4_109336109_109346218	L1FLnI_4q25k_chr4_109336109_109346218				UID-8755
L1FLnI_4q25l	L1FLnI	L1FLnI	chr4	109582075	109591097	-	l1base	L1FLnI_4q25l_chr4_109582075_109591097	L1FLnI_4q25l_chr4_109582075_109591097				UID-9651
L1FLnI_4q25m	L1FLnI	L1FLnI	chr4	109771547	109781652	+	l1base	L1FLnI_4q25m_chr4_109771547_109781652	L1FLnI_4q25m_chr4_109771547_109781652				UID-9120
L1FLnI_4q25n	L1FLnI	L1FLnI	chr4	109893801	109903938	-	l1base	L1FLnI_4q25n_chr4_109893801_109903938	L1FLnI_4q25n_chr4_109893801_109903938				UID-8901
L1FLnI_4q25o	L1FLnI	L1FLnI	chr4	109933846	109943174	-	l1base	L1FLnI_4q25o_chr4_109933846_109943174	L1FLnI_4q25o_chr4_109933846_109943174				UID-9652
L1FLnI_4q25p	L1FLnI	L1FLnI	chr4	110073102	110083255	+	l1base	L1FLnI_4q25p_chr4_110073102_110083255	L1FLnI_4q25p_chr4_110073102_110083255				UID-8902
L1FLnI_4q25q	L1FLnI	L1FLnI	chr4	110321322	110331453	-	l1base	L1FLnI_4q25q_chr4_110321322_110331453	L1FLnI_4q25q_chr4_110321322_110331453				UID-8903
L1FLnI_4q25r	L1FLnI	L1FLnI	chr4	110321337	110331453	-	l1base	L1FLnI_4q25r_chr4_110321337_110331453	L1FLnI_4q25r_chr4_110321337_110331453				UID-8913
L1FLnI_4q25s	L1FLnI	L1FLnI	chr4	110385224	110394530	-	l1base	L1FLnI_4q25s_chr4_110385224_110394530	L1FLnI_4q25s_chr4_110385224_110394530				UID-9121
L1FLnI_4q25t	L1FLnI	L1FLnI	chr4	110425698	110436128	-	l1base	L1FLnI_4q25t_chr4_110425698_110436128	L1FLnI_4q25t_chr4_110425698_110436128				UID-9240
L1FLnI_4q25u	L1FLnI	L1FLnI	chr4	110686961	110697184	-	l1base	L1FLnI_4q25u_chr4_110686961_110697184	L1FLnI_4q25u_chr4_110686961_110697184				UID-8712
L1FLnI_4q25v	L1FLnI	L1FLnI	chr4	110756984	110767134	-	l1base	L1FLnI_4q25v_chr4_110756984_110767134	L1FLnI_4q25v_chr4_110756984_110767134				UID-8713
L1FLnI_4q25w	L1FLnI	L1FLnI	chr4	110870311	110880321	-	l1base	L1FLnI_4q25w_chr4_110870311_110880321	L1FLnI_4q25w_chr4_110870311_110880321				UID-9481
L1FLnI_4q25x	L1FLnI	L1FLnI	chr4	111049770	111058628	+	l1base	L1FLnI_4q25x_chr4_111049770_111058628	L1FLnI_4q25x_chr4_111049770_111058628				UID-9326
L1FLnI_4q25y	L1FLnI	L1FLnI	chr4	111070738	111081198	+	l1base	L1FLnI_4q25y_chr4_111070738_111081198	L1FLnI_4q25y_chr4_111070738_111081198				UID-9538
L1FLnI_4q25z	L1FLnI	L1FLnI	chr4	111094145	111104276	-	l1base	L1FLnI_4q25z_chr4_111094145_111104276	L1FLnI_4q25z_chr4_111094145_111104276				UID-8866
L1FLnI_4q25aa	L1FLnI	L1FLnI	chr4	111146547	111156696	-	l1base	L1FLnI_4q25aa_chr4_111146547_111156696	L1FLnI_4q25aa_chr4_111146547_111156696				UID-8714
L1FLnI_4q25ba	L1FLnI	L1FLnI	chr4	111160230	111170681	+	l1base	L1FLnI_4q25ba_chr4_111160230_111170681	L1FLnI_4q25ba_chr4_111160230_111170681				UID-9214
L1FLnI_4q25ca	L1FLnI	L1FLnI	chr4	111333445	111343446	+	l1base	L1FLnI_4q25ca_chr4_111333445_111343446	L1FLnI_4q25ca_chr4_111333445_111343446				UID-9482
L1FLnI_4q25da	L1FLnI	L1FLnI	chr4	111333445	111343443	+	l1base	L1FLnI_4q25da_chr4_111333445_111343443	L1FLnI_4q25da_chr4_111333445_111343443				UID-9509
L1FLnI_4q25ea	L1FLnI	L1FLnI	chr4	111374405	111384569	+	l1base	L1FLnI_4q25ea_chr4_111374405_111384569	L1FLnI_4q25ea_chr4_111374405_111384569				UID-8867
L1FLnI_4q25fa	L1FLnI	L1FLnI	chr4	111408771	111420006	-	l1base	L1FLnI_4q25fa_chr4_111408771_111420006	L1FLnI_4q25fa_chr4_111408771_111420006				UID-9747
L1FLnI_4q25ga	L1FLnI	L1FLnI	chr4	111561641	111571745	+	l1base	L1FLnI_4q25ga_chr4_111561641_111571745	L1FLnI_4q25ga_chr4_111561641_111571745				UID-9030
L1FLnI_4q25ha	L1FLnI	L1FLnI	chr4	111622248	111632440	-	l1base	L1FLnI_4q25ha_chr4_111622248_111632440	L1FLnI_4q25ha_chr4_111622248_111632440				UID-9143
L1FLnI_4q25ia	L1FLnI	L1FLnI	chr4	111764471	111773525	-	l1base	L1FLnI_4q25ia_chr4_111764471_111773525	L1FLnI_4q25ia_chr4_111764471_111773525				UID-9362
L1FLI_4q25	L1FLI	L1FLI	chr4	111893799	111901844	+	l1base	L1FLI_4q25_chr4_111893799_111901844	L1FLI_4q25_chr4_111893799_111901844				UID-32
L1FLnI_4q25ja	L1FLnI	L1FLnI	chr4	111972926	111981934	-	l1base	L1FLnI_4q25ja_chr4_111972926_111981934	L1FLnI_4q25ja_chr4_111972926_111981934				UID-8928
L1FLnI_4q25ka	L1FLnI	L1FLnI	chr4	111973176	111981934	-	l1base	L1FLnI_4q25ka_chr4_111973176_111981934	L1FLnI_4q25ka_chr4_111973176_111981934				UID-8973
L1FLnI_4q25la	L1FLnI	L1FLnI	chr4	112082965	112093001	+	l1base	L1FLnI_4q25la_chr4_112082965_112093001	L1FLnI_4q25la_chr4_112082965_112093001				UID-9429
L1FLnI_4q25ma	L1FLnI	L1FLnI	chr4	112303277	112313167	-	l1base	L1FLnI_4q25ma_chr4_112303277_112313167	L1FLnI_4q25ma_chr4_112303277_112313167				UID-9031
L1FLnI_4q25na	L1FLnI	L1FLnI	chr4	112357773	112367704	+	l1base	L1FLnI_4q25na_chr4_112357773_112367704	L1FLnI_4q25na_chr4_112357773_112367704				UID-8929
L1FLnI_4q25oa	L1FLnI	L1FLnI	chr4	112474103	112484195	-	l1base	L1FLnI_4q25oa_chr4_112474103_112484195	L1FLnI_4q25oa_chr4_112474103_112484195				UID-9032
L1FLnI_4q25pa	L1FLnI	L1FLnI	chr4	112571792	112581939	+	l1base	L1FLnI_4q25pa_chr4_112571792_112581939	L1FLnI_4q25pa_chr4_112571792_112581939				UID-8837
L1FLnI_4q25qa	L1FLnI	L1FLnI	chr4	112571792	112581969	+	l1base	L1FLnI_4q25qa_chr4_112571792_112581969	L1FLnI_4q25qa_chr4_112571792_112581969				UID-8910
L1FLnI_4q26a	L1FLnI	L1FLnI	chr4	113424016	113434201	-	l1base	L1FLnI_4q26a_chr4_113424016_113434201	L1FLnI_4q26a_chr4_113424016_113434201				UID-8838
L1FLnI_4q26b	L1FLnI	L1FLnI	chr4	113488640	113498667	-	l1base	L1FLnI_4q26b_chr4_113488640_113498667	L1FLnI_4q26b_chr4_113488640_113498667				UID-9459
L1FLnI_4q26c	L1FLnI	L1FLnI	chr4	113848644	113858798	+	l1base	L1FLnI_4q26c_chr4_113848644_113858798	L1FLnI_4q26c_chr4_113848644_113858798				UID-8715
L1FLnI_4q26d	L1FLnI	L1FLnI	chr4	114006662	114017136	-	l1base	L1FLnI_4q26d_chr4_114006662_114017136	L1FLnI_4q26d_chr4_114006662_114017136				UID-9215
L1FLnI_4q26e	L1FLnI	L1FLnI	chr4	114196330	114205239	-	l1base	L1FLnI_4q26e_chr4_114196330_114205239	L1FLnI_4q26e_chr4_114196330_114205239				UID-9350
L1FLnI_4q26f	L1FLnI	L1FLnI	chr4	114248055	114258731	+	l1base	L1FLnI_4q26f_chr4_114248055_114258731	L1FLnI_4q26f_chr4_114248055_114258731				UID-9681
L1FLnI_4q26g	L1FLnI	L1FLnI	chr4	114283541	114293670	+	l1base	L1FLnI_4q26g_chr4_114283541_114293670	L1FLnI_4q26g_chr4_114283541_114293670				UID-9619
L1FLnI_4q26h	L1FLnI	L1FLnI	chr4	114423710	114433086	-	l1base	L1FLnI_4q26h_chr4_114423710_114433086	L1FLnI_4q26h_chr4_114423710_114433086				UID-9000
L1FLnI_4q26i	L1FLnI	L1FLnI	chr4	114444908	114454472	+	l1base	L1FLnI_4q26i_chr4_114444908_114454472	L1FLnI_4q26i_chr4_114444908_114454472				UID-9373
L1FLnI_4q26j	L1FLnI	L1FLnI	chr4	114576116	114585065	-	l1base	L1FLnI_4q26j_chr4_114576116_114585065	L1FLnI_4q26j_chr4_114576116_114585065				UID-9554
L1FLnI_4q26k	L1FLnI	L1FLnI	chr4	114774986	114784497	-	l1base	L1FLnI_4q26k_chr4_114774986_114784497	L1FLnI_4q26k_chr4_114774986_114784497				UID-9664
L1FLnI_4q26l	L1FLnI	L1FLnI	chr4	115168967	115178373	+	l1base	L1FLnI_4q26l_chr4_115168967_115178373	L1FLnI_4q26l_chr4_115168967_115178373				UID-8635
L1FLnI_4q26m	L1FLnI	L1FLnI	chr4	115193237	115202832	-	l1base	L1FLnI_4q26m_chr4_115193237_115202832	L1FLnI_4q26m_chr4_115193237_115202832				UID-8927
L1FLnI_4q26n	L1FLnI	L1FLnI	chr4	115349149	115359646	-	l1base	L1FLnI_4q26n_chr4_115349149_115359646	L1FLnI_4q26n_chr4_115349149_115359646				UID-9141
L1FLnI_4q26o	L1FLnI	L1FLnI	chr4	115383450	115393822	+	l1base	L1FLnI_4q26o_chr4_115383450_115393822	L1FLnI_4q26o_chr4_115383450_115393822				UID-9142
L1FLnI_4q26p	L1FLnI	L1FLnI	chr4	115446137	115456347	-	l1base	L1FLnI_4q26p_chr4_115446137_115456347	L1FLnI_4q26p_chr4_115446137_115456347				UID-9573
L1FLnI_4q26q	L1FLnI	L1FLnI	chr4	115808177	115818326	+	l1base	L1FLnI_4q26q_chr4_115808177_115818326	L1FLnI_4q26q_chr4_115808177_115818326				UID-9103
L1FLnI_4q26r	L1FLnI	L1FLnI	chr4	115830465	115840891	+	l1base	L1FLnI_4q26r_chr4_115830465_115840891	L1FLnI_4q26r_chr4_115830465_115840891				UID-9227
L1FLnI_4q26s	L1FLnI	L1FLnI	chr4	115830465	115840898	+	l1base	L1FLnI_4q26s_chr4_115830465_115840898	L1FLnI_4q26s_chr4_115830465_115840898				UID-9252
L1FLnI_4q26t	L1FLnI	L1FLnI	chr4	115847147	115856359	+	l1base	L1FLnI_4q26t_chr4_115847147_115856359	L1FLnI_4q26t_chr4_115847147_115856359				UID-9749
L1FLnI_4q26u	L1FLnI	L1FLnI	chr4	116251417	116261529	-	l1base	L1FLnI_4q26u_chr4_116251417_116261529	L1FLnI_4q26u_chr4_116251417_116261529				UID-8884
L1FLnI_4q26v	L1FLnI	L1FLnI	chr4	116270728	116281258	+	l1base	L1FLnI_4q26v_chr4_116270728_116281258	L1FLnI_4q26v_chr4_116270728_116281258				UID-9560
L1FLnI_4q26w	L1FLnI	L1FLnI	chr4	116402198	116412231	+	l1base	L1FLnI_4q26w_chr4_116402198_116412231	L1FLnI_4q26w_chr4_116402198_116412231				UID-8728
L1FLnI_4q26x	L1FLnI	L1FLnI	chr4	116774545	116784555	-	l1base	L1FLnI_4q26x_chr4_116774545_116784555	L1FLnI_4q26x_chr4_116774545_116784555				UID-8654
L1FLnI_4q26y	L1FLnI	L1FLnI	chr4	116811318	116821711	+	l1base	L1FLnI_4q26y_chr4_116811318_116821711	L1FLnI_4q26y_chr4_116811318_116821711				UID-9157
L1FLnI_4q26z	L1FLnI	L1FLnI	chr4	117441765	117450530	-	l1base	L1FLnI_4q26z_chr4_117441765_117450530	L1FLnI_4q26z_chr4_117441765_117450530				UID-9715
L1FLnI_4q26aa	L1FLnI	L1FLnI	chr4	117679659	117688774	-	l1base	L1FLnI_4q26aa_chr4_117679659_117688774	L1FLnI_4q26aa_chr4_117679659_117688774				UID-9124
L1FLnI_4q26ba	L1FLnI	L1FLnI	chr4	117687685	117697325	+	l1base	L1FLnI_4q26ba_chr4_117687685_117697325	L1FLnI_4q26ba_chr4_117687685_117697325				UID-9412
L1FLnI_4q26ca	L1FLnI	L1FLnI	chr4	117847632	117856438	+	l1base	L1FLnI_4q26ca_chr4_117847632_117856438	L1FLnI_4q26ca_chr4_117847632_117856438				UID-9723
L1FLnI_4q26da	L1FLnI	L1FLnI	chr4	117847673	117856438	+	l1base	L1FLnI_4q26da_chr4_117847673_117856438	L1FLnI_4q26da_chr4_117847673_117856438				UID-9725
L1FLnI_4q26ea	L1FLnI	L1FLnI	chr4	117908827	117917706	-	l1base	L1FLnI_4q26ea_chr4_117908827_117917706	L1FLnI_4q26ea_chr4_117908827_117917706				UID-9269
L1FLnI_4q26fa	L1FLnI	L1FLnI	chr4	117918485	117928496	+	l1base	L1FLnI_4q26fa_chr4_117918485_117928496	L1FLnI_4q26fa_chr4_117918485_117928496				UID-8764
L1FLnI_4q26ga	L1FLnI	L1FLnI	chr4	117918485	117928486	+	l1base	L1FLnI_4q26ga_chr4_117918485_117928486	L1FLnI_4q26ga_chr4_117918485_117928486				UID-8770
L1FLnI_4q26ha	L1FLnI	L1FLnI	chr4	117935351	117945737	-	l1base	L1FLnI_4q26ha_chr4_117935351_117945737	L1FLnI_4q26ha_chr4_117935351_117945737				UID-9547
L1FLnI_4q26ia	L1FLnI	L1FLnI	chr4	117974305	117983189	+	l1base	L1FLnI_4q26ia_chr4_117974305_117983189	L1FLnI_4q26ia_chr4_117974305_117983189				UID-9379
L1FLnI_4q26ja	L1FLnI	L1FLnI	chr4	118042460	118052121	+	l1base	L1FLnI_4q26ja_chr4_118042460_118052121	L1FLnI_4q26ja_chr4_118042460_118052121				UID-9403
L1FLnI_4q26ka	L1FLnI	L1FLnI	chr4	118125669	118137160	-	l1base	L1FLnI_4q26ka_chr4_118125669_118137160	L1FLnI_4q26ka_chr4_118125669_118137160				UID-9668
L1FLnI_4q26la	L1FLnI	L1FLnI	chr4	118126056	118134750	-	l1base	L1FLnI_4q26la_chr4_118126056_118134750	L1FLnI_4q26la_chr4_118126056_118134750				UID-9356
L1FLnI_4q26ma	L1FLnI	L1FLnI	chr4	118161012	118169630	+	l1base	L1FLnI_4q26ma_chr4_118161012_118169630	L1FLnI_4q26ma_chr4_118161012_118169630				UID-9258
L1FLnI_4q26na	L1FLnI	L1FLnI	chr4	118400204	118410337	+	l1base	L1FLnI_4q26na_chr4_118400204_118410337	L1FLnI_4q26na_chr4_118400204_118410337				UID-8906
L1FLnI_4q26oa	L1FLnI	L1FLnI	chr4	118776594	118786742	-	l1base	L1FLnI_4q26oa_chr4_118776594_118786742	L1FLnI_4q26oa_chr4_118776594_118786742				UID-9656
L1FLnI_4q26pa	L1FLnI	L1FLnI	chr4	118776617	118786742	-	l1base	L1FLnI_4q26pa_chr4_118776617_118786742	L1FLnI_4q26pa_chr4_118776617_118786742				UID-9644
L1FLnI_4q26qa	L1FLnI	L1FLnI	chr4	119061403	119071562	-	l1base	L1FLnI_4q26qa_chr4_119061403_119071562	L1FLnI_4q26qa_chr4_119061403_119071562				UID-8745
L1FLnI_4q26ra	L1FLnI	L1FLnI	chr4	119070140	119080286	+	l1base	L1FLnI_4q26ra_chr4_119070140_119080286	L1FLnI_4q26ra_chr4_119070140_119080286				UID-8891
L1FLnI_4q26sa	L1FLnI	L1FLnI	chr4	119194188	119203654	+	l1base	L1FLnI_4q26sa_chr4_119194188_119203654	L1FLnI_4q26sa_chr4_119194188_119203654				UID-9645
L1FLnI_4q26ta	L1FLnI	L1FLnI	chr4	119273601	119283627	-	l1base	L1FLnI_4q26ta_chr4_119273601_119283627	L1FLnI_4q26ta_chr4_119273601_119283627				UID-9500
L1FLnI_4q26ua	L1FLnI	L1FLnI	chr4	119273615	119283627	-	l1base	L1FLnI_4q26ua_chr4_119273615_119283627	L1FLnI_4q26ua_chr4_119273615_119283627				UID-9508
L1FLnI_4q26va	L1FLnI	L1FLnI	chr4	119380444	119389754	-	l1base	L1FLnI_4q26va_chr4_119380444_119389754	L1FLnI_4q26va_chr4_119380444_119389754				UID-9646
L1FLnI_4q26wa	L1FLnI	L1FLnI	chr4	119479417	119488188	+	l1base	L1FLnI_4q26wa_chr4_119479417_119488188	L1FLnI_4q26wa_chr4_119479417_119488188				UID-9002
L1FLnI_4q26xa	L1FLnI	L1FLnI	chr4	119571449	119580352	+	l1base	L1FLnI_4q26xa_chr4_119571449_119580352	L1FLnI_4q26xa_chr4_119571449_119580352				UID-8822
L1FLnI_4q26ya	L1FLnI	L1FLnI	chr4	119711929	119722278	+	l1base	L1FLnI_4q26ya_chr4_119711929_119722278	L1FLnI_4q26ya_chr4_119711929_119722278				UID-8935
L1FLnI_4q27a	L1FLnI	L1FLnI	chr4	119912440	119921149	+	l1base	L1FLnI_4q27a_chr4_119912440_119921149	L1FLnI_4q27a_chr4_119912440_119921149				UID-8992
L1FLnI_4q27b	L1FLnI	L1FLnI	chr4	119948228	119958258	-	l1base	L1FLnI_4q27b_chr4_119948228_119958258	L1FLnI_4q27b_chr4_119948228_119958258				UID-8597
L1FLnI_4q27c	L1FLnI	L1FLnI	chr4	120012139	120020666	-	l1base	L1FLnI_4q27c_chr4_120012139_120020666	L1FLnI_4q27c_chr4_120012139_120020666				UID-9679
L1FLnI_4q27d	L1FLnI	L1FLnI	chr4	120250237	120260278	-	l1base	L1FLnI_4q27d_chr4_120250237_120260278	L1FLnI_4q27d_chr4_120250237_120260278				UID-9446
L1FLnI_4q27e	L1FLnI	L1FLnI	chr4	120402427	120413238	+	l1base	L1FLnI_4q27e_chr4_120402427_120413238	L1FLnI_4q27e_chr4_120402427_120413238				UID-9336
L1FLnI_4q27f	L1FLnI	L1FLnI	chr4	120404115	120413238	+	l1base	L1FLnI_4q27f_chr4_120404115_120413238	L1FLnI_4q27f_chr4_120404115_120413238				UID-9341
L1FLnI_4q27g	L1FLnI	L1FLnI	chr4	120505315	120515750	+	l1base	L1FLnI_4q27g_chr4_120505315_120515750	L1FLnI_4q27g_chr4_120505315_120515750				UID-9197
L1FLnI_4q27h	L1FLnI	L1FLnI	chr4	120669308	120680979	+	l1base	L1FLnI_4q27h_chr4_120669308_120680979	L1FLnI_4q27h_chr4_120669308_120680979				UID-8946
L1ORF2_4q27a	L1ORF2	L1ORF2	chr4	120740413	120748461	+	l1base	L1ORF2_4q27a_chr4_120740413_120748461	L1ORF2_4q27a_chr4_120740413_120748461				UID-14
L1FLnI_4q27i	L1FLnI	L1FLnI	chr4	120798913	120808040	+	l1base	L1FLnI_4q27i_chr4_120798913_120808040	L1FLnI_4q27i_chr4_120798913_120808040				UID-8919
L1FLnI_4q27j	L1FLnI	L1FLnI	chr4	120984230	120994656	-	l1base	L1FLnI_4q27j_chr4_120984230_120994656	L1FLnI_4q27j_chr4_120984230_120994656				UID-9198
L1FLnI_4q27k	L1FLnI	L1FLnI	chr4	120995564	121005650	-	l1base	L1FLnI_4q27k_chr4_120995564_121005650	L1FLnI_4q27k_chr4_120995564_121005650				UID-9610
L1FLnI_4q27l	L1FLnI	L1FLnI	chr4	121281318	121291423	+	l1base	L1FLnI_4q27l_chr4_121281318_121291423	L1FLnI_4q27l_chr4_121281318_121291423				UID-9199
L1FLnI_4q27m	L1FLnI	L1FLnI	chr4	121406521	121415693	-	l1base	L1FLnI_4q27m_chr4_121406521_121415693	L1FLnI_4q27m_chr4_121406521_121415693				UID-8983
L1FLnI_4q27n	L1FLnI	L1FLnI	chr4	121412792	121423144	-	l1base	L1FLnI_4q27n_chr4_121412792_121423144	L1FLnI_4q27n_chr4_121412792_121423144				UID-8947
L1FLnI_4q27o	L1FLnI	L1FLnI	chr4	121413193	121423144	-	l1base	L1FLnI_4q27o_chr4_121413193_121423144	L1FLnI_4q27o_chr4_121413193_121423144				UID-8984
L1FLnI_4q27p	L1FLnI	L1FLnI	chr4	121544198	121554314	-	l1base	L1FLnI_4q27p_chr4_121544198_121554314	L1FLnI_4q27p_chr4_121544198_121554314				UID-9641
L1FLnI_4q27q	L1FLnI	L1FLnI	chr4	121563710	121573966	+	l1base	L1FLnI_4q27q_chr4_121563710_121573966	L1FLnI_4q27q_chr4_121563710_121573966				UID-9229
