locus	category	family	chrom	start	end	strand	source	gene_id	transcript_id	repFamily	repName	intModel	l1base_id
HERVH_3q22.3a	prototype	prototype	chr3	136217439	136223714	-	rmsk	HERVH_3q22.3a	HERVH_3q22.3a	ERV1	LTR7B	HERVH-int	
ERV316A3_3q22.3a	prototype	prototype	chr3	136233460	136237428	+	rmsk	ERV316A3_3q22.3a	ERV316A3_3q22.3a	ERVL	LTR16B2	ERV3-16A3_I-int	
ERVLE_3q22.3a	internal	internal	chr3	136577192	136579271	+	rmsk	ERVLE_3q22.3a	ERVLE_3q22.3a	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_3q22.3b	oneside	oneside	chr3	136772226	136773485	+	rmsk	ERV316A3_3q22.3b	ERV316A3_3q22.3b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_3q22.3b	internal	internal	chr3	136893758	136894683	-	rmsk	ERVLE_3q22.3b	ERVLE_3q22.3b	ERVL	ERVL-E-int	ERVL-E-int	
HERVH_3q22.3b	prototype	prototype	chr3	137595601	137601190	+	rmsk	HERVH_3q22.3b	HERVH_3q22.3b	ERV1	LTR7	HERVH-int	
ERVLE_3q22.3c	internal	internal	chr3	137826609	137827292	+	rmsk	ERVLE_3q22.3c	ERVLE_3q22.3c	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_3q22.3c	prototype	prototype	chr3	137937624	137944889	-	rmsk	ERV316A3_3q22.3c	ERV316A3_3q22.3c	ERVL	LTR16A	ERV3-16A3_I-int	
ERV316A3_3q22.3d	oneside	oneside	chr3	138137127	138139740	-	rmsk	ERV316A3_3q22.3d	ERV316A3_3q22.3d	ERVL	LTR16B2	ERV3-16A3_I-int	
ERV316A3_3q23a	oneside	oneside	chr3	139132093	139135827	+	rmsk	ERV316A3_3q23a	ERV316A3_3q23a	ERVL	LTR16	ERV3-16A3_I-int	
ERVLE_3q23a	internal	internal	chr3	140626620	140630460	+	rmsk	ERVLE_3q23a	ERVLE_3q23a	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_3q23b	internal	internal	chr3	140779115	140780705	+	rmsk	ERVLE_3q23b	ERVLE_3q23b	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_3q23c	internal	internal	chr3	140870908	140872014	+	rmsk	ERVLE_3q23c	ERVLE_3q23c	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_3q23d	internal	internal	chr3	140879129	140879830	+	rmsk	ERVLE_3q23d	ERVLE_3q23d	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_3q23b	internal	internal	chr3	140999199	141000339	-	rmsk	ERV316A3_3q23b	ERV316A3_3q23b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVH_3q23a	prototype	prototype	chr3	141204901	141211729	+	rmsk	HERVH_3q23a	HERVH_3q23a	ERV1	LTR7	HERVH-int	
HERVH_3q23b	prototype	prototype	chr3	141692184	141696444	-	rmsk	HERVH_3q23b	HERVH_3q23b	ERV1	LTR7	HERVH-int	
HERVFH21_3q23	prototype	prototype	chr3	141696488	141702980	-	rmsk	HERVFH21_3q23	HERVFH21_3q23	ERV1	LTR21A	HERVFH21-int	
HERVW_3q23a	oneside	oneside	chr3	141819790	141821513	+	rmsk	HERVW_3q23a	HERVW_3q23a	ERV1	HERV17-int	HERV17-int	
MER34B_3q23	oneside	oneside	chr3	142242347	142244861	+	rmsk	MER34B_3q23	MER34B_3q23	ERV1	MER34	MER34B-int	
HUERSP3B_3q23	unknown	unknown	chr3	142278954	142289224	+	rmsk	HUERSP3B_3q23	HUERSP3B_3q23	ERV1	LTR9	HUERS-P3b-int	
HERVW_3q23b	oneside	oneside	chr3	142438179	142443654	+	rmsk	HERVW_3q23b	HERVW_3q23b	ERV1	HERV17-int	HERV17-int	
LTR25_3q24a	internal	internal	chr3	143104432	143109993	+	rmsk	LTR25_3q24a	LTR25_3q24a	ERV1	LTR25-int	LTR25-int	
MER61_3q24a	internal	internal	chr3	143105080	143105917	+	rmsk	MER61_3q24a	MER61_3q24a	ERV1	MER61-int	MER61-int	
ERV316A3_3q24a	prototype	prototype	chr3	143212373	143215188	+	rmsk	ERV316A3_3q24a	ERV316A3_3q24a	ERVL	LTR16	ERV3-16A3_I-int	
ERVLB4_3q24a	oneside	oneside	chr3	143256881	143260791	-	rmsk	ERVLB4_3q24a	ERVLB4_3q24a	ERVL	MLT2C1	ERVL-B4-int	
HERVH_3q24a	prototype	prototype	chr3	143797445	143805925	+	rmsk	HERVH_3q24a	HERVH_3q24a	ERV1	LTR7	HERVH-int	
HERVL_3q24a	oneside	oneside	chr3	143920588	143924620	-	rmsk	HERVL_3q24a	HERVL_3q24a	ERVL	MLT2A1	HERVL-int	
ERVLE_3q24a	internal	internal	chr3	144179993	144181431	+	rmsk	ERVLE_3q24a	ERVLE_3q24a	ERVL	ERVL-E-int	ERVL-E-int	
MER4B_3q24	internal	internal	chr3	144201651	144203105	-	rmsk	MER4B_3q24	MER4B_3q24	ERV1	MER4B-int	MER4B-int	
HERVL_3q24b	prototype	prototype	chr3	144204007	144210621	-	rmsk	HERVL_3q24b	HERVL_3q24b	ERVL	MLT2A1	HERVL-int	
ERV316A3_3q24b	oneside	oneside	chr3	144244465	144247518	-	rmsk	ERV316A3_3q24b	ERV316A3_3q24b	ERVL	LTR16A	ERV3-16A3_I-int	
HERVL_3q24c	oneside	oneside	chr3	144504509	144506623	-	rmsk	HERVL_3q24c	HERVL_3q24c	ERVL	MLT2A1	HERVL-int	
ERVLB4_3q24b	unknown	unknown	chr3	145051434	145059339	+	rmsk	ERVLB4_3q24b	ERVLB4_3q24b	ERVL	MLT2B4	ERVL-B4-int	
HERVH_3q24b	oneside	oneside	chr3	145111268	145113190	-	rmsk	HERVH_3q24b	HERVH_3q24b	ERV1	LTR7	HERVH-int	
HERVH_3q24c	oneside	oneside	chr3	145113191	145116899	+	rmsk	HERVH_3q24c	HERVH_3q24c	ERV1	LTR7	HERVH-int	
ERV316A3_3q24c	internal	internal	chr3	145201382	145202620	-	rmsk	ERV316A3_3q24c	ERV316A3_3q24c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL_3q24d	prototype	prototype	chr3	145229481	145231003	-	rmsk	HERVL_3q24d	HERVL_3q24d	ERVL	MLT2A1	HERVL-int	
MER61_3q24b	oneside	oneside	chr3	145244231	145246521	-	rmsk	MER61_3q24b	MER61_3q24b	ERV1	MER61D	MER61-int	
LTR25_3q24b	internal	internal	chr3	145245399	145247138	-	rmsk	LTR25_3q24b	LTR25_3q24b	ERV1	LTR25-int	LTR25-int	
HERVIP10FH_3q24	oneside	oneside	chr3	145357009	145358085	-	rmsk	HERVIP10FH_3q24	HERVIP10FH_3q24	ERV1	HERVIP10FH-int	HERVIP10FH-int	
HERVL_3q24h	insert*	insert*	chr3	145514661	145518320	+	rmsk	HERVL_3q24h	HERVL_3q24h	ERVL	HERVL-int	HERVL-int	
HERVH_3q24d	prototype	prototype	chr3	145551229	145556922	-	rmsk	HERVH_3q24d	HERVH_3q24d	ERV1	LTR7	HERVH-int	
HERVFRD_3q24	prototype	prototype	chr3	145572604	145579848	-	rmsk	HERVFRD_3q24	HERVFRD_3q24	ERV1	MER50	MER50-int	
ERVLE_3q24b	internal	internal	chr3	145622612	145625150	+	rmsk	ERVLE_3q24b	ERVLE_3q24b	ERVL	ERVL-E-int	ERVL-E-int	
ERVLB4_3q24c	oneside	oneside	chr3	145668001	145670471	+	rmsk	ERVLB4_3q24c	ERVLB4_3q24c	ERVL	ERVL-B4-int	ERVL-B4-int	
HERVH_3q24e	prototype	prototype	chr3	145710495	145716095	+	rmsk	HERVH_3q24e	HERVH_3q24e	ERV1	LTR7	HERVH-int	
PABLB_3q24a	internal	internal	chr3	145748363	145749833	+	rmsk	PABLB_3q24a	PABLB_3q24a	ERV1	PABL_B-int	PABL_B-int	
PABLB_3q24b	internal	internal	chr3	145750080	145754461	+	rmsk	PABLB_3q24b	PABLB_3q24b	ERV1	PABL_B-int	PABL_B-int	
HERVP71A_3q24	prototype	prototype	chr3	146333468	146339816	+	rmsk	HERVP71A_3q24	HERVP71A_3q24	ERV1	LTR71A	HERVP71A-int	
HERVH_3q24f	prototype	prototype	chr3	146353817	146359463	+	rmsk	HERVH_3q24f	HERVH_3q24f	ERV1	LTR7	HERVH-int	
HERVH_3q24g	prototype	prototype	chr3	146362086	146367972	+	rmsk	HERVH_3q24g	HERVH_3q24g	ERV1	LTR7	HERVH-int	
MER101_3q24	oneside	oneside	chr3	146384194	146386388	+	rmsk	MER101_3q24	MER101_3q24	ERV1	MER101-int	MER101-int	
HERVS71_3q24	prototype	prototype	chr3	146405006	146412157	-	rmsk	HERVS71_3q24	HERVS71_3q24	ERV1	LTR6B	HERVS71-int	
ERV316A3_3q24d	oneside	oneside	chr3	146630884	146633899	-	rmsk	ERV316A3_3q24d	ERV316A3_3q24d	ERVL	LTR16B	ERV3-16A3_I-int	
ERVLB4_3q24d	prototype	prototype	chr3	146692728	146698104	-	rmsk	ERVLB4_3q24d	ERVLB4_3q24d	ERVL	MLT2B2	ERVL-B4-int	
ERVLE_3q24c	internal	internal	chr3	146904366	146905980	-	rmsk	ERVLE_3q24c	ERVLE_3q24c	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_3q24e	prototype	prototype	chr3	146936983	146940451	+	rmsk	HERVL_3q24e	HERVL_3q24e	ERVL	MLT2A1	HERVL-int	
ERVLB4_3q24e	oneside	oneside	chr3	146969535	146972175	+	rmsk	ERVLB4_3q24e	ERVLB4_3q24e	ERVL	ERVL-B4-int	ERVL-B4-int	
ERVL_3q24	internal	internal	chr3	146979471	146980933	-	rmsk	ERVL_3q24	ERVL_3q24	ERVL	ERVL-int	ERVL-int	
HERVL_3q24f	prototype	prototype	chr3	147719506	147725815	+	rmsk	HERVL_3q24f	HERVL_3q24f	ERVL	MLT2A1	HERVL-int	
HERVL_3q24g	prototype	prototype	chr3	148128358	148135351	+	rmsk	HERVL_3q24g	HERVL_3q24g	ERVL	MLT2A2	HERVL-int	
HERVH_3q24h	prototype	prototype	chr3	148151529	148157361	+	rmsk	HERVH_3q24h	HERVH_3q24h	ERV1	LTR7B	HERVH-int	
ERVLE_3q24d	internal	internal	chr3	148278809	148281792	+	rmsk	ERVLE_3q24d	ERVLE_3q24d	ERVL	ERVL-E-int	ERVL-E-int	
HERVH_3q24i	prototype	prototype	chr3	148414244	148420096	+	rmsk	HERVH_3q24i	HERVH_3q24i	ERV1	LTR7	HERVH-int	
ERVLE_3q24e	internal	internal	chr3	148470359	148473886	-	rmsk	ERVLE_3q24e	ERVLE_3q24e	ERVL	ERVL-E-int	ERVL-E-int	
HML2_3q24	internal	internal	chr3	148563690	148567609	-	rmsk	HML2_3q24	HML2_3q24	ERVK	HERVK-int	HERVK-int	
ERVLE_3q24f	internal	internal	chr3	148600713	148601910	-	rmsk	ERVLE_3q24f	ERVLE_3q24f	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_3q24g	internal	internal	chr3	148663228	148664136	+	rmsk	ERVLE_3q24g	ERVLE_3q24g	ERVL	ERVL-E-int	ERVL-E-int	
MER34B_3q24	oneside	oneside	chr3	148805152	148809414	-	rmsk	MER34B_3q24	MER34B_3q24	ERV1	MER34B-int	MER34B-int	
HUERSP2_3q25.1	internal	internal	chr3	149294612	149294927	+	rmsk	HUERSP2_3q25.1	HUERSP2_3q25.1	ERV1	HUERS-P2-int	HUERS-P2-int	
HERVW_3q25.1a	oneside	oneside	chr3	149756462	149758825	-	rmsk	HERVW_3q25.1a	HERVW_3q25.1a	ERV1	LTR17	HERV17-int	
ERVLE_3q25.1	internal	internal	chr3	150223745	150225292	+	rmsk	ERVLE_3q25.1	ERVLE_3q25.1	ERVL	ERVL-E-int	ERVL-E-int	
HERVH_3q25.1	oneside	oneside	chr3	150600789	150602459	+	rmsk	HERVH_3q25.1	HERVH_3q25.1	ERV1	HERVH-int	HERVH-int	
MER4_3q25.1a	prototype	prototype	chr3	150688528	150694767	+	rmsk	MER4_3q25.1a	MER4_3q25.1a	ERV1	MER4A1	MER4-int	
HERVL18_3q25.1	prototype	prototype	chr3	150825377	150827397	-	rmsk	HERVL18_3q25.1	HERVL18_3q25.1	ERVL	LTR18B	HERVL18-int	
HERVW_3q25.1b	prototype	prototype	chr3	150854256	150861337	+	rmsk	HERVW_3q25.1b	HERVW_3q25.1b	ERV1	LTR17	HERV17-int	
HERVL_3q25.1	oneside	oneside	chr3	151419191	151421384	-	rmsk	HERVL_3q25.1	HERVL_3q25.1	ERVL	MLT2A1	HERVL-int	
HERV9_3q25.1	oneside	oneside	chr3	151664746	151671281	-	rmsk	HERV9_3q25.1	HERV9_3q25.1	ERV1	HERV9-int	HERV9-int	
HML3_3q25.1	oneside	oneside	chr3	151701259	151706723	+	rmsk	HML3_3q25.1	HML3_3q25.1	ERVK	MER9a3	HERVK9-int	
HERVFH21_3q25.1	oneside	oneside	chr3	151805801	151812286	+	rmsk	HERVFH21_3q25.1	HERVFH21_3q25.1	ERV1	LTR21B	HERVFH21-int	
MER4_3q25.1b	oneside	oneside	chr3	152034589	152040439	-	rmsk	MER4_3q25.1b	MER4_3q25.1b	ERV1	MER4A1	MER4-int	
MER4_3q25.1c	oneside	oneside	chr3	152040473	152042012	-	rmsk	MER4_3q25.1c	MER4_3q25.1c	ERV1	MER4-int	MER4-int	
HERVH_3q25.2a	prototype	prototype	chr3	152597016	152603153	+	rmsk	HERVH_3q25.2a	HERVH_3q25.2a	ERV1	LTR7	HERVH-int	
ERVLB4_3q25.2a	internal	internal	chr3	152685459	152686867	-	rmsk	ERVLB4_3q25.2a	ERVLB4_3q25.2a	ERVL	ERVL-B4-int	ERVL-B4-int	
HERVH_3q25.2b	prototype	prototype	chr3	153226150	153232523	-	rmsk	HERVH_3q25.2b	HERVH_3q25.2b	ERV1	LTR7	HERVH-int	
ERV316A3_3q25.2a	oneside	oneside	chr3	153351906	153356709	+	rmsk	ERV316A3_3q25.2a	ERV316A3_3q25.2a	ERVL	LTR16	ERV3-16A3_I-int	
HERVL_3q25.2	oneside	oneside	chr3	153472878	153474140	+	rmsk	HERVL_3q25.2	HERVL_3q25.2	ERVL	HERVL-int	HERVL-int	
HERVH_3q25.2c	oneside	oneside	chr3	153825582	153829441	-	rmsk	HERVH_3q25.2c	HERVH_3q25.2c	ERV1	HERVH-int	HERVH-int	
ERV316A3_3q25.2b	internal	internal	chr3	153904617	153906476	+	rmsk	ERV316A3_3q25.2b	ERV316A3_3q25.2b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_3q25.2c	oneside	oneside	chr3	153906501	153909016	+	rmsk	ERV316A3_3q25.2c	ERV316A3_3q25.2c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERV30_3q25.2	prototype	prototype	chr3	154367104	154372532	+	rmsk	HERV30_3q25.2	HERV30_3q25.2	ERV1	LTR30	HERV30-int	
HERVW_3q25.2	oneside	oneside	chr3	154978076	154979301	+	rmsk	HERVW_3q25.2	HERVW_3q25.2	ERV1	HERV17-int	HERV17-int	
LTR23_3q25.2	internal	internal	chr3	155029552	155030580	-	rmsk	LTR23_3q25.2	LTR23_3q25.2	ERV1	LTR23-int	LTR23-int	
ERVLB4_3q25.2b	oneside	oneside	chr3	155245126	155247406	+	rmsk	ERVLB4_3q25.2b	ERVLB4_3q25.2b	ERVL	MLT2B2	ERVL-B4-int	
ERVLB4_3q25.2c	oneside	oneside	chr3	155250612	155254841	+	rmsk	ERVLB4_3q25.2c	ERVLB4_3q25.2c	ERVL	ERVL-B4-int	ERVL-B4-int	
HERVH_3q25.2d	prototype	prototype	chr3	155274437	155280798	-	rmsk	HERVH_3q25.2d	HERVH_3q25.2d	ERV1	LTR7	HERVH-int	
HERVH_3q25.2e	oneside	oneside	chr3	155282777	155284930	-	rmsk	HERVH_3q25.2e	HERVH_3q25.2e	ERV1	LTR7C	HERVH-int	
MER61_3q25.31	oneside	oneside	chr3	155324174	155325889	+	rmsk	MER61_3q25.31	MER61_3q25.31	ERV1	MER61-int	MER61-int	
ERV316A3_3q25.31	internal	internal	chr3	155332201	155334090	+	rmsk	ERV316A3_3q25.31	ERV316A3_3q25.31	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLB4_3q25.31a	oneside	oneside	chr3	155451454	155453110	+	rmsk	ERVLB4_3q25.31a	ERVLB4_3q25.31a	ERVL	MLT2B4	ERVL-B4-int	
ERVLB4_3q25.31b	internal	internal	chr3	155460332	155462306	+	rmsk	ERVLB4_3q25.31b	ERVLB4_3q25.31b	ERVL	ERVL-B4-int	ERVL-B4-int	
HERVL18_3q25.31	prototype	prototype	chr3	156620366	156626577	+	rmsk	HERVL18_3q25.31	HERVL18_3q25.31	ERVL	LTR18A	HERVL18-int	
HERVL_3q25.32	oneside	oneside	chr3	157394741	157398992	-	rmsk	HERVL_3q25.32	HERVL_3q25.32	ERVL	HERVL-int	HERVL-int	
ERV316A3_3q25.32a	oneside	oneside	chr3	157475517	157478417	+	rmsk	ERV316A3_3q25.32a	ERV316A3_3q25.32a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVEA_3q25.32	prototype	prototype	chr3	157579228	157588006	-	rmsk	HERVEA_3q25.32	HERVEA_3q25.32	ERV1	LTR2	HERVE_a-int	
MER4B_3q25.32	internal	internal	chr3	158617544	158621915	-	rmsk	MER4B_3q25.32	MER4B_3q25.32	ERV1	MER4B-int	MER4B-int	
HERVIP10F_3q25.32	oneside	oneside	chr3	158622961	158625639	-	rmsk	HERVIP10F_3q25.32	HERVIP10F_3q25.32	ERV1	LTR10G	HERVIP10F-int	
HERVI_3q25.32	oneside	oneside	chr3	158625657	158628230	-	rmsk	HERVI_3q25.32	HERVI_3q25.32	ERV1	HERVI-int	HERVI-int	
ERVLE_3q25.32	internal	internal	chr3	158892606	158896116	-	rmsk	ERVLE_3q25.32	ERVLE_3q25.32	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_3q25.32b	oneside	oneside	chr3	159192378	159193972	-	rmsk	ERV316A3_3q25.32b	ERV316A3_3q25.32b	ERVL	LTR16	ERV3-16A3_I-int	
HERVL_3q25.33	oneside	oneside	chr3	159316147	159319240	-	rmsk	HERVL_3q25.33	HERVL_3q25.33	ERVL	MLT2A1	HERVL-int	
MER4B_3q25.33a	internal	internal	chr3	160051773	160054533	+	rmsk	MER4B_3q25.33a	MER4B_3q25.33a	ERV1	MER4B-int	MER4B-int	
MER4B_3q25.33b	internal	internal	chr3	160252106	160253964	+	rmsk	MER4B_3q25.33b	MER4B_3q25.33b	ERV1	MER4B-int	MER4B-int	
ERVLB4_3q25.33	internal	internal	chr3	160611156	160612314	+	rmsk	ERVLB4_3q25.33	ERVLB4_3q25.33	ERVL	ERVL-B4-int	ERVL-B4-int	
ERVLE_3q25.33	internal	internal	chr3	160703616	160704816	+	rmsk	ERVLE_3q25.33	ERVLE_3q25.33	ERVL	ERVL-E-int	ERVL-E-int	
MER41_3q26.1a	prototype	prototype	chr3	161139778	161149489	+	rmsk	MER41_3q26.1a	MER41_3q26.1a	ERV1	MER41C	MER41-int	
MER4_3q26.1a	oneside	oneside	chr3	161180279	161182641	-	rmsk	MER4_3q26.1a	MER4_3q26.1a	ERV1	MER4A1	MER4-int	
HERVH_3q26.1a	prototype	prototype	chr3	161721915	161727777	-	rmsk	HERVH_3q26.1a	HERVH_3q26.1a	ERV1	LTR7	HERVH-int	
ERVLE_3q26.1a	internal	internal	chr3	161769754	161774597	-	rmsk	ERVLE_3q26.1a	ERVLE_3q26.1a	ERVL	ERVL-E-int	ERVL-E-int	
HERV30_3q26.1	prototype	prototype	chr3	161845954	161854038	-	rmsk	HERV30_3q26.1	HERV30_3q26.1	ERV1	LTR30	HERV30-int	
HERVEA_3q26.1	oneside	oneside	chr3	161937116	161939117	+	rmsk	HERVEA_3q26.1	HERVEA_3q26.1	ERV1	HERVE_a-int	HERVE_a-int	
HARLEQUIN_3q26.1	prototype	prototype	chr3	162044535	162052725	-	rmsk	HARLEQUIN_3q26.1	HARLEQUIN_3q26.1	ERV1	LTR2	Harlequin-int	
ERVLE_3q26.1b	internal	internal	chr3	162132993	162134045	-	rmsk	ERVLE_3q26.1b	ERVLE_3q26.1b	ERVL	ERVL-E-int	ERVL-E-int	
HERVH_3q26.1b	oneside	oneside	chr3	162153421	162159637	-	rmsk	HERVH_3q26.1b	HERVH_3q26.1b	ERV1	LTR7B	HERVH-int	
HERVW_3q26.1a	oneside	oneside	chr3	162322679	162328369	+	rmsk	HERVW_3q26.1a	HERVW_3q26.1a	ERV1	HERV17-int	HERV17-int	
HERV4_3q26.1	internal	internal	chr3	162403059	162405374	-	rmsk	HERV4_3q26.1	HERV4_3q26.1	ERV1	HERV4_I-int	HERV4_I-int	
HUERSP3B_3q26.1	prototype	prototype	chr3	162434437	162440353	-	rmsk	HUERSP3B_3q26.1	HUERSP3B_3q26.1	ERV1	LTR9	HUERS-P3b-int	
HUERSP1_3q26.1	prototype	prototype	chr3	162546999	162554294	-	rmsk	HUERSP1_3q26.1	HUERSP1_3q26.1	ERV1	LTR8	HUERS-P1-int	
ERVLE_3q26.1c	internal	internal	chr3	162570093	162571930	+	rmsk	ERVLE_3q26.1c	ERVLE_3q26.1c	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_3q26.1a	oneside	oneside	chr3	162635173	162638640	-	rmsk	HERVL_3q26.1a	HERVL_3q26.1a	ERVL	MLT2A2	HERVL-int	
MER61_3q26.1a	prototype	prototype	chr3	162664842	162670648	+	rmsk	MER61_3q26.1a	MER61_3q26.1a	ERV1	MER61A	MER61-int	
HERVH_3q26.1c	prototype	prototype	chr3	162712460	162718258	+	rmsk	HERVH_3q26.1c	HERVH_3q26.1c	ERV1	LTR7	HERVH-int	
HERVH_3q26.1d	oneside	oneside	chr3	162722818	162727229	-	rmsk	HERVH_3q26.1d	HERVH_3q26.1d	ERV1	LTR7	HERVH-int	
PRIMA4_3q26.1	oneside	oneside	chr3	162770616	162774575	+	rmsk	PRIMA4_3q26.1	PRIMA4_3q26.1	ERV1	MER4A	PRIMA4-int	
ERV316A3_3q26.1a	internal	internal	chr3	162801178	162803194	+	rmsk	ERV316A3_3q26.1a	ERV316A3_3q26.1a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_3q26.1d	internal	internal	chr3	162958698	162960602	-	rmsk	ERVLE_3q26.1d	ERVLE_3q26.1d	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_3q26.1e	internal	internal	chr3	162983034	162983534	+	rmsk	ERVLE_3q26.1e	ERVLE_3q26.1e	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_3q26.1f	internal	internal	chr3	163031099	163032675	-	rmsk	ERVLE_3q26.1f	ERVLE_3q26.1f	ERVL	ERVL-E-int	ERVL-E-int	
LTR25_3q26.1	oneside	oneside	chr3	163052389	163058861	-	rmsk	LTR25_3q26.1	LTR25_3q26.1	ERV1	LTR25-int	LTR25-int	
ERVL_3q26.1a	internal	internal	chr3	163196736	163198868	+	rmsk	ERVL_3q26.1a	ERVL_3q26.1a	ERVL	ERVL-int	ERVL-int	
MER61_3q26.1b	prototype	prototype	chr3	163324071	163329318	+	rmsk	MER61_3q26.1b	MER61_3q26.1b	ERV1	MER61A	MER61-int	
HERVL_3q26.1b	prototype	prototype	chr3	163423163	163426281	-	rmsk	HERVL_3q26.1b	HERVL_3q26.1b	ERVL	MLT2A1	HERVL-int	
ERV316A3_3q26.1b	oneside	oneside	chr3	163507937	163509280	+	rmsk	ERV316A3_3q26.1b	ERV316A3_3q26.1b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_3q26.1c	internal	internal	chr3	163532508	163533637	+	rmsk	ERV316A3_3q26.1c	ERV316A3_3q26.1c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL_3q26.1c	prototype	prototype	chr3	163637962	163639404	-	rmsk	HERVL_3q26.1c	HERVL_3q26.1c	ERVL	MLT2A2	HERVL-int	
HERVW_3q26.1b	prototype	prototype	chr3	163694477	163701027	-	rmsk	HERVW_3q26.1b	HERVW_3q26.1b	ERV1	LTR17	HERV17-int	
HERV9_3q26.1	oneside	oneside	chr3	163801602	163807315	+	rmsk	HERV9_3q26.1	HERV9_3q26.1	ERV1	LTR12F	HERV9-int	
HERVH_3q26.1e	prototype	prototype	chr3	163907530	163913988	+	rmsk	HERVH_3q26.1e	HERVH_3q26.1e	ERV1	LTR7	HERVH-int	
HERVL_3q26.1d	prototype	prototype	chr3	163916202	163918587	+	rmsk	HERVL_3q26.1d	HERVL_3q26.1d	ERVL	MLT2A2	HERVL-int	
HERVFRD_3q26.1a	oneside	oneside	chr3	163923466	163925942	-	rmsk	HERVFRD_3q26.1a	HERVFRD_3q26.1a	ERV1	MER50-int	MER50-int	
HERVFH21_3q26.1	prototype	prototype	chr3	164017639	164026136	-	rmsk	HERVFH21_3q26.1	HERVFH21_3q26.1	ERVL	LTR21C	HERVFH21-int	
HERVFRD_3q26.1b	prototype	prototype	chr3	164141531	164148618	+	rmsk	HERVFRD_3q26.1b	HERVFRD_3q26.1b	ERV1	MER50	MER50-int	
HML5_3q26.1	oneside	oneside	chr3	164215607	164220323	-	rmsk	HML5_3q26.1	HML5_3q26.1	ERVK	LTR22E	HERVK22-int	
ERVLB4_3q26.1a	internal	internal	chr3	164271712	164273724	+	rmsk	ERVLB4_3q26.1a	ERVLB4_3q26.1a	ERVL	ERVL-B4-int	ERVL-B4-int	
ERVLB4_3q26.1b	oneside	oneside	chr3	164283902	164284954	+	rmsk	ERVLB4_3q26.1b	ERVLB4_3q26.1b	ERVL	ERVL-B4-int	ERVL-B4-int	
MER4_3q26.1b	oneside	oneside	chr3	164326710	164330202	-	rmsk	MER4_3q26.1b	MER4_3q26.1b	ERV1	MER4C	MER4-int	
MER4_3q26.1c	internal	internal	chr3	164330279	164333945	-	rmsk	MER4_3q26.1c	MER4_3q26.1c	ERV1	MER4-int	MER4-int	
HUERSP2_3q26.1a	oneside	oneside	chr3	164332142	164333833	-	rmsk	HUERSP2_3q26.1a	HUERSP2_3q26.1a	ERV1	HUERS-P2-int	HUERS-P2-int	
HERVS71_3q26.1	prototype	prototype	chr3	164334009	164341897	-	rmsk	HERVS71_3q26.1	HERVS71_3q26.1	ERV1	LTR6B	HERVS71-int	
HERVH_3q26.1f	prototype	prototype	chr3	164342181	164347849	-	rmsk	HERVH_3q26.1f	HERVH_3q26.1f	ERV1	LTR7	HERVH-int	
MER4_3q26.1d	oneside	oneside	chr3	164347871	164349294	-	rmsk	MER4_3q26.1d	MER4_3q26.1d	ERV1	MER4-int	MER4-int	
MER4_3q26.1e	prototype	prototype	chr3	164465468	164469980	+	rmsk	MER4_3q26.1e	MER4_3q26.1e	ERV1	MER4A1	MER4-int	
ERVLE_3q26.1g	internal	internal	chr3	164525052	164526566	-	rmsk	ERVLE_3q26.1g	ERVLE_3q26.1g	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_3q26.1d	internal	internal	chr3	164541991	164543514	+	rmsk	ERV316A3_3q26.1d	ERV316A3_3q26.1d	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER34B_3q26.1	internal	internal	chr3	164626954	164628462	+	rmsk	MER34B_3q26.1	MER34B_3q26.1	ERV1	MER34B-int	MER34B-int	
MER41_3q26.1b	internal	internal	chr3	164951685	164952565	+	rmsk	MER41_3q26.1b	MER41_3q26.1b	ERV1	MER41-int	MER41-int	
MER101_3q26.1	oneside	oneside	chr3	165242566	165246773	-	rmsk	MER101_3q26.1	MER101_3q26.1	ERV1	MER65A	MER101-int	
